	PPN	Bibliographische Gattung und Status	Sprache	Erscheinungsjahr	Erscheinungsort	Erscheinungsort GND	Titel	Verfasservorname	Verfassername	GND Verfasser	1. Weitere Verfasser Vorname	1. Weitere Verfasser Nachname	1. Weitere Verfasser GND	2. Weitere Verfasser Vorname	2. Weitere Verfasser Nachname	2. Weitere Verfasser GND	1. Weitere Person Vorname	1. Weitere Person Nachname	1. Weitere Person GND	2. Weitere Person Vorname	2. Weitere Person Nachname	2. Weitere Person GND	1. Sonstige Person Vorname	1. Sonstige Person Nachname	1. Sonstige Person GND	2. Sonstige Person Vorname	2. Sonstige Person Nachname	2. Sonstige Person GND
868	151395225	Aar	fre	1741	A Leyde		Histoire de César Germanicus	Louis	Beaufort	gnd/119024640																		
869	151399069	Aar	lat	1746	Amsterdam		Pensées de Ciceron ; Traduites pour servir a l'éducation de la jeunesse	Marcus Tullius	Cicero	gnd/118520814							Pierre Joseph	Olivet	gnd/117122033									
870	151404631	Aar	fre	1711	Amsterdam		Traité De La Divination	Marcus Tullius	Cicero	gnd/118520814							François-Séraphin	Régnier-Desmarais	gnd/115653139									
871	151405131	Acr	fre	1709	La Haye		Les Lettres de Ciceron à Atticus ; avec des remarques	Marcus Tullius	Cicero	gnd/118520814							César Vichard	Saint-Réal	gnd/118794175	Nicolas Hubert	Mongault	gnd/104303956	Titus Pomponius	Atticus	gnd/118504940			
872	151405484	Acus	fre	1688	Amsterdam		Ouvrages De Prose Et De Poësie	François	Maucroix	gnd/123537363	Jean	La Fontaine	gnd/11856868X															
873	151405514	Aar	fre	1710	Paris		Oeuvres posthumes	François	Maucroix	gnd/123537363																		
874	151406324	Acus	fre	1764	Amsterdam		Histoire De Gustave-Adolphe Roi De Suede ; Composée sur tout ce qui a paru de plus curieux, & sur un grand nombre de Manuscrits, & principalement sur ceux de Mr. Arkenholtz	Éléazar	Mauvillon	gnd/115627995							Johan	Arckenholtz	gnd/116319739				leer	leer	gnd/118543733			
875	151406359	Aavs	fre	1740	A Londres		Lettres Françoises Et Germaniques, Ou Reflexions Militaires, Litteraires, Et Critiques Sur Les François Et Les Allemans ; Ouvrage également utile aux Officiers & aux Beaux-Esprits de l'une & de l'autre Nation	Éléazar	Mauvillon	gnd/115627995																		
876	151406790	Aaus	fre	1701	Paris		Naudæana Et Patiniana, Ou Singularitez Remarquables ; Prises Des Conversations De Mess. Navdé & Patin										Gabriel	Naudé	gnd/118738151	Guy	Patin	gnd/11768998X						
877	151409404	Acr	fre	1745	Paris		Lettres ... qu'on nomme vulgairement familières.	Marcus Tullius	Cicero	gnd/118520814							Antoine François	Prévost d'Exilles	gnd/118596462									
878	151409668	Aar		1721	Paris		Entretiens ... sur les vrais biens et sur les vrais maux.	Marcus Tullius	Cicero	gnd/118520814							François-Séraphin	Régnier-Desmarais	gnd/115653139									
879	151409889	Acr	fre	1721	Paris		Entretiens de ... sur la nature des dieux.	Marcus Tullius	Cicero	gnd/118520814							Pierre Joseph	Olivet	gnd/117122033									
880	151416559	Aar	fre	1782	Londres		Oeuvres Du Chevalier De Boufflers	Stanislaus-Jean	Boufflers	gnd/119498596																		
881	151416664	Aau	fre	1706	Cologne		Boileau Aux Prises Avec Les Jesuites ; Et des Eclaircissemens sur les Oeuvres de ce Poëte																Nicolas	Boileau Despréaux	gnd/118512986			
882	151416699	Aar	fre	1739	LaHaye		Amusement philosophique sur le langage des bêtes	Guillaume-Hyacinthe	Bougeant	gnd/100053106																		
883	151416796	Aar	fre	1671	Amsterdam		Les entretiens d'Ariste et d'Eugène	Dominique	Bouhours	gnd/118659472																		
884	151416834	Aaus	fre	1692	[S.l.]		La Maniere De Bien Penser Dans Les Ouvrages D'Esprit ; Dialogues	Dominique	Bouhours	gnd/118659472																		
885	151417385	Aar	fre	1728	Amsterdam		Essai philosophique sur l'âme des bêtes, ou l'on traite de son existence et de sa nature ... ou l'on réfute diverses objections de Mr. Bayle	David Renaud	Boullier	gnd/120031221																		
886	151417911	Acr	fre	1721	Amsterdam		Oeuvres De Mr. Boursault ; Contenant Les Pièces De Théâtre	Edme	Boursault	gnd/118662414																		
887	151421021	Acr	fre	1729	LaHaye		Oeuvres De Nicolas Boileau Despreaux ; Avec Des Éclaircissemens Historiques, Donnez Par Lui-Meme ; Enrichie de Figures gravées	Nicolas	Boileau Despréaux	gnd/118512986							Bernard	Picart	gnd/123379636									
888	151421986	Aar	fre	1740	Amsterdam		Les dehors Trompeurs ou L'Homme du jour ; Comédie	Louis	Boissy	gnd/120770539																		
889	151423296	Acr	fre	1688	Amsterdam		Histoire métallique de la République de Hollande	Pierre	Bizot	gnd/138703981																		
890	151423296	Acr	fre	1688	Amsterdam		Histoire métallique de la République de Hollande	Pierre	Bizot	gnd/138703981																		
891	151424446	Acus	fre	1779	Londres [i.e. Paris]		Contes De J. Bocace ; Traduction Nouvelle, enrichie de belles Gravures	Giovanni	Boccaccio	gnd/11851217X							Antoine	Sabatier de Castres	gnd/119514346									
892	151426147	Aar	fre	1711	Paris		La Consolation De La Philosophie	Anicius Manlius Severinus	Boethius	gnd/11851282X							Nicolas	Regnier	gnd/1157872182									
893	151426759	Acr	lat	1681	Paris		Lettres latines de Monsieur de Bongars ; résident et ambassadeur sous le Roy Henry IV. en diverses négociations importantes ; Traduites en françois & dédiées a Monseigneur le Dauphin	Jacques	Bongars	gnd/117618349							Claude Oronce	Finé de Brianville	gnd/124956564									
894	151427305	Acr	fre	1770	Genève		Contemplation de la nature	Charles	Bonnet	gnd/118513303																		
895	151427380	Acr	fre	1769	Genève		La Palingénésie philosophique, ou iddées sur l'état passé et sur l'état future des êtres vivans	Charles	Bonnet	gnd/118513303																		
896	151427437	Aau	fre	1770	Geneve	gnd/4020137-5	Recherches philosophiques sur les preuves du christianisme	Charles	Bonnet	gnd/118513303																		
897	151429057	Aar	fre	1751	Amsterdam		Mémoires sur la vie de M[ademoise]lle Ninon de Lenclos	Antoine	Bret	gnd/132042622																		
898	151429138	Aar	fre	1689	Paris		L'Eloquence de la chaire et du barreau selon les principes les plus solides de la rhetorique sacrée & profane	Étienne	Dubois	gnd/128663693																		
899	151438145	Aaus	fre	1788	Liège		De L'Importance Des Opinions Religieuses	Jacques	Necker	gnd/11878580X																		
900	151438242	Aar	fre	1716	LaHaye		Le Czar Demetrius ; Histoire moscovite	Jean	Née de La Rochelle	gnd/12582677X																		
901	151439001	Aaus	fre	1716	Amsterdam		La Vie D'Anne Stuart Reine De La Grand-Bretagne, De France, & D'Irlande ; Traduite de l'Anglois	John	Oldmixon	gnd/100236944													leer	leer	gnd/118649450			
902	151441154	Acu	fre	1734	LaHaye		Histoire Des Révolutions D'Espagne	Pierre Joseph	Orléans	gnd/120555883							Pierre Julien	Rouillé	gnd/104241616	Pierre	Brumoy	gnd/132900122						
903	151441340	Aau	fre	1697	[S.l.]		La Vie de Marie de Savoye, Reine de Portugal, et de l'Infante Isabelle, sa fille. Par le Pere D'Orleans de la Compagnie de Jesus	Pierre Joseph	Orléans	gnd/120555883																		
904	151444579	Aar	fre	1753	Londres		Éloges de trois philosophes.																					
905	151445613	Aar	fre	1733	La Haye		Exposé sincère des élections à la couronne de Pologne, faites en faveur du serenissime Stanislas Leszczinski et du serenissime Frédéderic Auguste Électeur de Saxe ...																					
906	151447624	Aaus	fre	1701	Brusselle		Methode Pour Apprendre Facilement L'Histoire Romaine ; Avec Une Chronologie du Regne des Empereurs, & un Abrege des Coutumes des Romains	...	Fourcroy	gnd/1055309977																		
907	151450269	Acu	fre	1735	Amsterdam		Histoire Du Théatre François, Depuis Son Origine Jusqu'À Present ; Avec la Vie des plus célèbres Poëtes Dramatiques, des Extraits exacts & un Catalogue raisonné de leurs Pieces ...	François	Parfaict	gnd/100539149	Claude	Parfaict	gnd/100762166															
908	151455791	Aar	fre	1677	Villefranche		La France intriguante ; ou Response aux manifestes de quelques princes sur l'et présent de l'Alemagne																					
909	151461090	Acr	fre	1733	LaHaye		Le Pour et contre ; Ouvrage périodique d'un gout nouveau										Antoine François	Prévost d'Exilles	gnd/118596462	Pierre François Guyot	Desfontaines	gnd/118671596						
910	151461465	Aar		1694	Paris		L'Histoire de Gustave Adolphe dit le Grand, et de Charles-Gustave Comte Palatin, Roys de Suède, et de tout ce qui s'est passé en Allemagne pendant leur vie ; Et de tout ce qui s'est passé en Allemagne depuis la mort du Grand Gustave, jusqi'en l'an 1648	Jean le Royer	Prade	gnd/124781381													leer	leer	gnd/118543733			
911	151462208	Acr	fre	1752	Paris		De l'Institution de l'orateur	Marcus Fabius	Quintilianus	gnd/118597396							Nicolas	Gédoyn	gnd/100483208									
912	151463905	Aar	fre	1721	Cologne		Lettres galantes et philosophiques	Toussaint	Rémond de Saint-Mard	gnd/128493046																		
913	151463913	Aar	fre	1737	LaHaye		Lettres galantes et philosophiques	Toussaint	Rémond de Saint-Mard	gnd/128493046																		
914	151473153	Acr	fre	1709	La Haye		Histoire De L'Empire Ottoman ; Contenant l'Origine & les progrès des Turcs, les Vies & le Conquêtes de tous leurs Sultans, leurs Guerres, Siéges & Combats par Mer & par Terre, les Revoltes & Revolutions extraordinaires, & généralement tout ce qui s'est passé de considérable dans cet Empire	Paul	Rycaut	gnd/118894803							Pierre	Briot	gnd/1026674085									
915	151473641	Aar	fre	1736	Paris		Observations sur la comédie et sur le génie de Molière	Luigi	Riccoboni	gnd/118788671																		
916	151474222	Acus	fre	1732	Amsterdam		Dictionnaire De La Langue Françoise, Ancienne Et Moderne ; Augmenté De Plusieurs Additions D'Histoire, De Grammaire, De Critique, De Jurisprudence, Et D'Une Liste Alphabetique Des Auteurs Et Des Livres Citez Dans Ce Dictionnaire	Pierre	Richelet	gnd/118818805																		
917	151474311	Acr	fre	1719	Paris		Nouveau Dictionnaire françoise ; Contenant généralement tous lex mots anciens et modernes ... Avec un abregé de la vie des auteurs dont ces exemples sont tirez																					
918	151474346	Aar	fre	1702	Paris		Dictionaire de rimes dans un nouvel ordre	Pierre	Richelet	gnd/118818805																		
919	151474354	Aar	fre	1781	Paris		Dictionnaire de rimes	Pierre	Richelet	gnd/118818805							Pierre-Charles	Berthelin	gnd/130481815									
920	151474362	Acr	fre	1699	LaHaye		Les plus belles Lettres françoises sur toutes sortes de sujets	Pierre	Richelet	gnd/118818805																		
921	151482136	Aau	fre	1714	LaHaye		L'Eloge De L'Yvresse	Albert-Henri	Sallengre	gnd/100020836																		
922	151482861	Aar	fre	1708	LaHaye		Santeuilliana ou Les bons mots de Santeuil. Avec un abregé de sa vie	Jean	Santeul	gnd/124417957							P. A.	Pinel de La Martelière	gnd/101941773									
923	151483299	Aaus	fre	1694	Paris		Les Oeuvres De Mr. Sarasin ; Contenant Les Traitez Suivans: La Conspiration de Valstein, contre l'Empereur. S'il faut qu'un jeune homme soit amoureux, Dialogue ...	Jean François	Sarrasin	gnd/118964380							Gilles	Ménage	gnd/118783165	...	Scudery	leer	Paul	Pellisson	gnd/123993393			
924	151483531	Aar	fre	1714	Boulogne		La Sardaigne Paranymphe De La Paix Aux Souverains De L'Europe																					
925	151488010	Acr	fre	1692	LaHaye		Nouvelles Conversations de morale	Madeleine	Scudéry	gnd/119069563																		
926	151488096	Afr	fre	1680	Paris		Conversations sur divers sujets	Madeleine	Scudéry	gnd/119069563																		
927	151488452	Aar	ger	1771	Braunschweig		Gedichte	Andreas	Scultetus	gnd/11861245X							Gotthold Ephraim	Lessing	gnd/118572121									
928	151489858	Acr	fre	1728	Leyde		Histoire du monde sacrée et profane. Depuis la création du monde jusqu'à la destruction de l'empire des Assyriens à la mort de Sardanapale, et jusqu'à la décadence des royaumes de Juda et d'Israël sous les règnes d'Achaz et de Pekach. Pour servir d'introd. à L'Histoire des Juifs du Docteur Prideaux	Samuel	Shuckford	gnd/10040670X							Jean Baptiste	Bernard	gnd/173419461									
929	151492247	Aau	fre	1789	o.O.		Les Songes d'un philosophe solitaire																					
930	151494932	Acr	fre	1729	Cologne		Les Avantures du Baron de Foeneste. Éd. nouv., augm. de plusieurs remarques historiques, de l'Histoire secrète de l'auteur [i.e. Théodore Agrippa d'Aubigné], écrite par lui-même, et de la bibliothèque de Mme Guillaume, enrichie de notes par Mr *** [i.e. Jacques Le Duchat]	Théodore Agrippa	Aubigné	gnd/118650947																		
931	151502307	Aar	fre	1692	Avignon		Le Philosophisme des jésuites de Marseille ; En deux parties.																					
932	151513929	Aaus	fre	1627	[S.l.]		Histoire Dv Concile De Trente	Paolo	Sarpi	gnd/118751336							Giovanni	Diodati	gnd/118907891									
933	151513945	Aar	fre	1635	Genève		Histoire du Concile de Trente	Paolo	Sarpi	gnd/118751336							Giovanni	Diodati	gnd/118907891									
934	151513945	Aar	fre	1635	Genève		Histoire du Concile de Trente	Paolo	Sarpi	gnd/118751336							Giovanni	Diodati	gnd/118907891									
935	151528241	Aaus	fre	1753	Paris		Dictionnaire Portatif Des Beaux-Arts, Ou Abregé De Ce Qui Concerne l'Architecture, la Sculpture, la Peinture, la Gravure, la Poésie & la Musique ; Avec La définition de ces Arts, l'explication des Termes & des choses qui leur appartiennent: Ensemble Les noms, la date de la naissance & de la mort ...	Jacques	Lacombe	gnd/124564836							...	Barthelemi	leer									
936	151528489	Aar	fre	1692	Cologne		Les Larmes de l'Angleterre, ou la source des malheurs qui ont affligé ce royaume sous le règne de Jaques [Jacques] I. [James I. König von England]) et de son fils. Et qui ont causé la guerre civile, la mort de Charles I. et enfin l'abdication de Jaques II.																leer	leer	leer	leer	leer	leer
937	151528500	Aau	fre	1689	La Haye		Guerres Des Turcs Avec La Pologne, La Moscovie Et La Hongrie	François	Pétis de la Croix	gnd/117702269																		
938	151528519	Acr	fre	1684	Paris		Mémoires du sieur de La Croix ; Contenans diverses rélations trés-curieuses de l'Empire Othoman	François	Pétis de la Croix	gnd/117702269																		
939	151528950	Aau	fre	1687	A Utrecht		Histoire De la Mort des Persecuteurs De l'Eglise primitive	Lucius Caecilius Firmianus	Lactantius	gnd/118725831							Gilbert	Burnet	gnd/118674978									
940	151529167	Acus	fre	1777	Paris		Dictionnaire Historique Et Bibliographique Portatif ; Contenant L'Histoire Des Patriarches, Des Princes Hebreux, Des Empereurs, Des Rois, Et Des Grands Capitaines, Des Dieux & Des Héros De L'Antiquité Payenne, Des Papes, Des Saints Peres, Des Evêques Et Des Cardinaux Célebres; Des Historiens, Poëtes, Orateurs, Théologiens, Jurisconsultes, Médecins, &c. ; Avec leurs principaux Ouvrages & leurs meilleures Editions ...	Jean Baptiste	Ladvocat	gnd/124586732																		
941	151529760	Aar	fre	1692	Utrecht		Entretiens historiques sur le christianisme de l'empereur Philippe ...	Pierre	La Faye	gnd/121203344																		
942	151529787	Aar	fre	1731	Amsterdam		Mémoires de la Cour de France, pour les années 1688-89	Lafayette		gnd/118725939																		
943	151529833	Acr	fre	1678	Paris		La Princesse de Cleves	Lafayette		gnd/118725939	Jean Regnault	Segrais	gnd/118796046	François	La Rochefoucauld	gnd/118569775												
944	151530114	Aar	fre	1718	Paris		Mémoire présenté à son Altesse Royale Monseigneur le Duc d'Orléans, regent du royaume de France, concernant la précieuse plante du Gin seng de Tartarie, découverte en Canada	Joseph François	Lafitau	gnd/104173068																		
945	151530262	Aar	fre	1702	LaHaye		Pieces de théatre,	Jean	La Fontaine	gnd/11856868X																		
946	151530270	Acr	fre	1729	LaHaye		Oeuvres diverses de de La Fontaine	Jean	La Fontaine	gnd/11856868X																		
947	151530459	Acr	fre	1747	Amsterdam		Contes Et Nouvelles En Vers	Jean	La Fontaine	gnd/11856868X																		
948	151530580	Aaus	fre	1696	A Paris		Les Oeuvres Postumes De Monsieur De La Fontaine	Jean	La Fontaine	gnd/11856868X							Madame Ulrich	leer	gnd/102171027X	Louis-François	Servien	gnd/1212817656						
949	151530688	Acr	fre	1729	Paris		Fables choisies, mises en vers	Jean	La Fontaine	gnd/11856868X																		
950	151531323	Acu	fre	1703	Amsterdam		La Vie D'Elizabeth Reine D'Angleterre	Gregorio	Leti	gnd/11900240X													leer	leer	gnd/118529870			
951	151538530	Acus	fre	1756	Amsterdam		Lettres De Madame De Maintenon	Maintenon		gnd/118640798							Laurent Angliviel	La Beaumelle	gnd/116098600									
952	151546746	Acus	fre	1733	Amsterdam		Histoire Des Rois De Pologne Et Du Gouvernement De Ce Royaume ; Où l'on trouve un detail très-circonstancié de tout ce qui s'est passé de plus remarquable sous le Regne de Frederic Auguste, Et pendant les deux derniers Interregnes	Pierre	Massuet	gnd/117557188																		
953	151552851	Aau	fre	1729	Amsterdam		Lettres philosophiques sur la formation des sels et des crystaux et sur la génération & le mechanisme organique des plantes et des animaux ... ; Avec un mémoire sur la théorie de la terre	Louis	Bourguet	gnd/116298553																		
954	151553874	Aar	fre	1693	Lyon		Le Médecin des pauvres, qui enseigne le moyen de guérir les maladies par les remèdes faciles ...	Paul	Dubé	gnd/100114091																		
955	151561079	Aar	fre	1665	Paris		Eloges des évesques, qui dans tous les siecles de l'église ont fleury en doctrine et en saintetée.	Antoine	Godeau	gnd/118717839																		
956	151561311	Aau	fre	1684	A Bruxelles		La Vie de S. Charles Borromée, Cardinal Du Titre De Sainte Praxede, & Archevèque de Milan ; Suivant la copie Imprimé à Paris, [et] se vend	Antoine	Godeau	gnd/118717839													Carlo	Borromeo	gnd/118661957			
957	151565945	Aar	fre	1719	Paris		Histoire naturelle du cacao et du sucre ; Divisée en 2 traités, qui contiennent plusieurs faits nouveaux ...	D.	Cailus	gnd/1122841604							Nicolas	Mahudel	gnd/117518859									
958	151567875	Aar		1748	Londres		Le Paradis terrestre ; Poeme imité de Milton	Marie-Anne	Du Boccage	gnd/118096834																		
959	151567891	Aar	fre	1714	Troyes		Le Jaloux trompé ; Comédie	...	Dubois	gnd/1122841515																		
960	151568073	Acus	fre	1710	La Haye		Histoire De La Ligue Faite A Cambray, Entre Jules II. Pape, Maximilien I. Empereur, Louis XII. Roi de France, Ferdinand V. Roi d'Arragon, & tous les Princes d'Italie. Contre La Republique De Venise	Jean Baptiste	Dubos	gnd/118672541													leer	leer	gnd/118714090	leer	leer	gnd/118579371
961	151569142	Acus	fre	1728	Paris	gnd/4044660-8	Histoire De La Derniere Revolution de Perse	Judasz Tadeusz	Krusiński	gnd/100614833							Jean-Antoine	Du Cerceau	gnd/121613763									
962	151569169	Aaus	fre	1720	Paris		Recueil De Poësies Diverses	Jean-Antoine	Du Cerceau	gnd/121613763							...	Houdart de La Motte	leer									
963	151570728	Aaus	fre	1619	A Roven		Les Oevvres Dv Sr. Dv Vair Garde Des Seaux De France ; Comprises en cinq parties. I. Les Actions oratoires. 2 Arrests sur questions notabls. 3 L'Eloquence Françoise. 4 Traitez Philosophiques. 5 Traitez de pieté, & sainctes Meditations ...	Guillaume	Du Vair	gnd/118528351							Étienne	Vereul	gnd/1241340641									
964	151572844	Aau	fre	1773	Potsdam		Description De Tout L'Intérieur Des Deux Palais De Sans-Souci, De Ceux De Potsdam, Et De Charlottenbourg ; Contenant L'Explication De Tous Les Tableaux Comme Aussi Des Antiquités et D'Autres Choses Précieuses Et Remarquables	Matthias	Oesterreich	gnd/124391567																		
965	151574529	Aar	lat	1726	Hagae Comitum		Antiquitates sacrae et civiles Romanorum explicatae. Sive commentarii historici, mythologici, philologici, in varia monumenta prisca, et maxime in plures statuas, aras, tumulos, inscriptiones ^etc. ; Opus tabulis aeneis ornatum ex celeberrimorum antiquariorum libris, collectis	M. A.	Nideck	gnd/1055547193																		
966	151580855	Aar	fre	1783	Amsterdam		Les Lacunes de la philosophie	François Louis	Escherny	gnd/116569387																		
967	151582408	Acr	fre	1718	Paris		Dialogues des morts anciens et modernes, avec quelques fables	François de Salignac de La Mothe	Fénelon	gnd/118532464																		
968	151582572	Aaus	fre	1717	A Amsterdam		Reflexions Sur La Rhetorique Et Sur La Poetique	François de Salignac de La Mothe	Fénelon	gnd/118532464							Jean Frédéric	Bernard	gnd/10007832X									
969	151582610	Aau	fre	1731	Bruxelles		Refutation Des Erreurs De Benoit De Spinosa	François de Salignac de La Mothe	Fénelon	gnd/118532464	François	Lamy	gnd/11924523X	Henri	Boulainvilliers	gnd/11885674X	Nicolas	Lenglet Du Fresnoy	gnd/118907026				Benedictus	Spinoza	gnd/118616242			
970	151586845	Aau	lat	1719	Bruxelles		Les Épigrammes D'Owen	John	Owen	gnd/118787446							Antoine Louis	Le Brun	gnd/172224861									
971	151590885	Aaus	fre	1779	Edimbourg [i.e. Paris]		Dialogues Sur La Religion Naturelle	David	Hume	gnd/118554735							Paul Henri Thiry	Holbach	gnd/118706403									
972	151591407	Aar	fre	1750	Brest		Procès contre les jésuites pour servir de suite aux causes célèbres.	Nicolas	Jouin	gnd/124665152																		
973	151594945	Aav	fre	1753	Berlin		Sylla ; Pièce Dramatique, mise en Vers Italiens, pour l'accommoder au gout de la Musique, & qui paroitra à Berlin, sur le Théatre du Roi, le 27. Mars, Jour de Naissance de S. M. la Reine Mere	Carl Heinrich	Graun	gnd/118541706							Friedrich	leer	gnd/118535749	Giovan Pietro	Tagliazucchi	gnd/119300443						
974	151595054	Aavs	fre	1765	Berlin		Reflexions Critiques Sur Le Caractere Et Les Actions D'Alexandre Le Grand ; Traduit De L'Italien	Friedrich August		gnd/101300239							Jean Pierre	Erman	gnd/104114150	Philippine Charlotte	leer	gnd/101423209	leer	leer	gnd/118501828			
975	151597669	Aau	fre	1723	A Cologne	gnd/4031483-2	Promenades Dr Mr. De Clairenville. Où l'on trouve une vive peinture des Passions des hommes ; avec des Histoires curieuses [et] véritables sur chaque sujet										André François	Boureau-Deslandes	gnd/115596372									
976	151598673	Acu	fre	1724	Paris		Les Œuvres de Honorat de Beuil Chevalier Seigneur de Racan	Honorat de Bueil	Racan	gnd/119054698																		
977	151599122	Aaus	fre	1607	S. Vincent		Pieces Dv Memorable Proces Esmev L'An M.DC.VI. Entre Le Pape Paul V. Et Les Seignevrs De Venise ; Tovchant L'Excommvnication du Pape publiee contre iceux Venitiens ; Recueillies & fidelement trad.uites de Latin & d'Italien en François, sur les exemplaires imprimez à Rome & à Venise ...																leer	leer	gnd/118739530			
978	151599963	Acr	fre	1722	Amsterdam		Oeuvres	Jean	Racine	gnd/118597523																		
979	151601437	Acr	fre	1691	Utrecht		Histoire d'Olivier Cromwel	François	Raguenet	gnd/128885998																		
980	151605807	Aar	fre	1650	Lyon		Les Bachanales ou Loix de Bacchus Prince de Nyse en Arabie, Roy d'Egypte et des Indes et des bevveurs	Humbert G.	Goulat de LaGarenne	gnd/1055532625																		
981	151605947	Aau	fre	1714	Maestricht		Réflexions sur les différents caractères des hommes	Jacques	Goussault	gnd/120006294																		
